City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,nadym,65.5333,72.5167,248.42,97,100,2.1,RU,1710118761
365,hulan,45.9833,126.6,273.21,87,6,2.25,CN,1710118761
366,shatrovo,56.5167,64.6333,263.83,97,93,2.63,RU,1710118761
367,sibiti,-3.6819,13.3499,294.81,97,99,0.98,CG,1710118762
368,howrah,22.5892,88.3103,293.15,64,1,2.57,IN,1710118762
369,afaahiti,-17.75,-149.2833,303.08,77,80,2.6,PF,1710118762
370,benguela,-12.5763,13.4055,300.56,80,100,3.51,AO,1710118762
371,malango,-2.9627,119.9001,297.66,75,86,0.46,ID,1710118763
372,port arthur,38.8,121.2667,279.27,86,99,3.47,CN,1710118763
373,tommot,58.9564,126.2925,258.39,93,99,0.45,RU,1710118763
374,san juan,-31.5375,-68.5364,302.77,50,0,1.51,AR,1710118568
375,parry sound,45.3501,-80.033,273.1,80,100,7.89,CA,1710118763
376,tosontsengel,48.7567,98.2839,253.64,92,41,0.35,MN,1710118764
377,arraial do cabo,-22.9661,-42.0278,298.02,94,76,7.65,BR,1710118764
378,nuuk,64.1835,-51.7216,259.62,85,95,2.29,GL,1710118764
379,concepcion,-36.827,-73.0498,288.04,77,0,4.12,CL,1710118764
380,romny,50.751,33.4747,270.41,71,6,3.43,UA,1710118764
381,nombre de dios,23.85,-104.2333,295.9,18,100,5.87,MX,1710118765
382,ormara,25.2088,64.6357,295.41,75,100,1.42,PK,1710118765
383,sulphur,30.2366,-93.3774,291.13,45,0,2.06,US,1710118765
384,kattivakkam,13.2167,80.3167,300.2,80,88,1.84,IN,1710118765
385,jaen,38.0,-3.5,281.45,94,47,4.75,ES,1710118503
386,tindouf,27.6711,-8.1474,288.4,72,0,8.75,DZ,1710118766
387,buxar,25.5833,83.9833,289.02,28,0,0.81,IN,1710118767
388,acarau,-2.8856,-40.12,299.19,88,100,3.12,BR,1710118767
389,belokurikha,51.9959,84.9896,271.92,97,100,1.62,RU,1710118767
390,estacion coahuila,32.1939,-115.0017,298.23,17,4,1.25,MX,1710118767
391,turkmenbasy,40.0222,52.9552,280.58,81,100,3.09,TM,1710118767
392,kiunga,-6.1219,141.2906,299.8,96,97,2.05,PG,1710118768
393,metlika,45.6472,15.3142,283.38,90,100,1.04,SI,1710118768
394,fortaleza,-3.7227,-38.5247,301.22,83,40,1.54,BR,1710118540
395,taltal,-25.4,-70.4833,293.52,77,94,1.7,CL,1710118768
396,kayangel,8.0823,134.7173,300.82,79,100,6.41,PW,1710118769
397,olyokminsk,60.3736,120.4264,262.62,93,100,1.49,RU,1710118769
398,pailon,-17.65,-62.75,300.65,78,100,2.29,BO,1710118769
399,duvall,47.7423,-121.9857,281.58,92,100,0.89,US,1710118769
400,puerto pilon,9.3644,-79.7933,301.36,83,9,3.69,PA,1710118769
401,vila velha,-20.3297,-40.2925,300.12,95,75,1.54,BR,1710118770
402,korenovsk,45.4686,39.4519,278.61,81,96,5.24,RU,1710118770
403,kismayo,-0.3582,42.5454,300.64,71,1,5.63,SO,1710118770
404,namtsy,62.7161,129.6658,252.45,95,100,0.94,RU,1710118771
405,show low,34.2542,-110.0298,286.31,28,0,5.66,US,1710118771
406,gurupa,-1.405,-51.64,297.27,98,100,1.18,BR,1710118771
407,nyurba,63.2842,118.3319,259.16,95,89,1.74,RU,1710118771
408,ulanhot,46.0833,122.0833,273.76,37,17,3.95,CN,1710118772
409,bandarbeyla,9.4942,50.8122,299.07,77,7,3.05,SO,1710118772
410,sao joao do paraiso,-15.3136,-42.0144,297.2,64,98,0.63,BR,1710118772
411,mainleus,50.1,11.3833,281.49,94,100,3.84,DE,1710118772
412,riachao,-7.3619,-46.6172,299.41,72,75,1.92,BR,1710118773
413,lisakovsk,52.5369,62.4936,256.99,97,29,3.56,KZ,1710118773
414,avarua,-21.2078,-159.775,300.18,89,100,4.63,CK,1710118773
415,chibougamau,49.9168,-74.3659,272.94,100,100,4.63,CA,1710118773
416,kirillov,59.863,38.3813,265.92,96,100,3.01,RU,1710118773
417,gorontalo,0.5412,123.0595,302.32,65,100,2.41,ID,1710118774
418,tadine,-21.55,167.8833,299.68,84,100,12.56,NC,1710118774
419,tara,56.8944,74.371,262.71,96,100,1.15,RU,1710118774
420,andratx,39.5755,2.4202,287.28,63,0,7.69,ES,1710118775
421,mahdia,35.5047,11.0622,287.12,76,0,4.99,TN,1710118775
422,nantucket,41.2835,-70.0995,281.23,81,100,7.2,US,1710118775
423,madimba,-10.4,40.3333,299.61,86,99,2.04,TZ,1710118776
424,bubaque,11.2833,-15.8333,298.99,67,12,8.7,GW,1710118776
425,guiuan,11.0333,125.7247,299.68,82,8,5.78,PH,1710118776
426,fray luis beltran,-39.3167,-65.7667,294.67,48,44,3.74,AR,1710118776
427,umm kaddadah,13.6017,26.6876,300.24,9,10,4.44,SD,1710118777
428,tarrafal de sao nicolau,16.5667,-24.3667,294.81,73,17,7.26,CV,1710118777
429,dudinka,69.4058,86.1778,242.41,100,93,1.34,RU,1710118777
430,nurhak,37.9629,37.4202,274.02,70,0,2.48,TR,1710118778
431,gracemere,-23.4333,150.45,302.1,58,75,6.69,AU,1710118778
432,diebougou,10.9667,-3.25,306.37,34,93,1.6,BF,1710118778
433,el granada,37.5027,-122.4694,290.07,69,0,5.66,US,1710118778
434,khandyga,62.6667,135.6,249.44,96,100,0.07,RU,1710118778
435,shupiyan,33.7167,74.8333,275.62,80,98,1.04,IN,1710118779
436,bologoye,57.8799,34.1068,270.08,94,100,2.86,RU,1710118779
437,imbituba,-28.24,-48.6703,296.0,92,42,3.46,BR,1710118779
438,ola,59.5833,151.2833,267.12,88,100,5.14,RU,1710118780
439,papao,-17.75,-149.55,303.97,77,40,3.82,PF,1710118780
440,nova vicosa,-17.8919,-39.3719,300.31,85,100,4.99,BR,1710118781
441,lata,40.1629,-8.3327,283.1,95,99,1.18,PT,1710118781
442,prabumulih,-3.45,104.25,297.63,95,100,1.92,ID,1710118781
443,sao vicente,-23.9631,-46.3919,300.25,26,91,2.04,BR,1710118782
444,grand-bassam,5.2118,-3.7388,301.13,88,21,2.97,CI,1710118782
445,portland,45.5234,-122.6762,283.47,90,100,6.71,US,1710118492
446,jayapura,-2.5333,140.7,301.81,74,93,1.31,ID,1710118782
447,paris,48.8534,2.3488,281.01,93,0,3.09,FR,1710118641
448,tamandare,-8.7597,-35.1047,300.18,76,90,2.52,BR,1710118783
449,guelendeng,10.9176,15.5501,302.51,14,24,2.34,TD,1710118783
450,colonia,50.9333,6.95,282.57,85,75,2.06,DE,1710118783
451,qarauyl,48.9451,79.255,267.02,89,29,3.16,KZ,1710118783
452,sendafa,9.15,39.0333,286.28,82,39,1.74,ET,1710118783
453,bismarck,46.8083,-100.7837,283.63,50,0,1.54,US,1710118777
454,menongue,-14.6585,17.691,290.22,97,85,1.33,AO,1710118784
455,beichengqu,40.4394,113.1536,273.12,45,2,6.42,CN,1710118784
456,yanam,16.7333,82.2167,297.01,80,100,1.31,IN,1710118784
457,san estanislao,10.3983,-75.1511,302.09,77,9,4.06,CO,1710118785
458,inhambane,-23.865,35.3833,299.56,85,94,5.78,MZ,1710118785
459,san pedro pochutla,15.7333,-96.4667,297.61,76,0,1.42,MX,1710118785
460,chul'man,56.8479,124.9104,258.08,93,100,0.65,RU,1710118786
461,marine corps base hawaii - mcbh,21.4453,-157.7513,299.13,69,40,5.66,US,1710118786
462,bria,6.5423,21.9863,298.75,19,99,0.91,CF,1710118786
463,ballina,-28.8667,153.5667,298.03,55,13,6.04,AU,1710118786
464,mount gambier,-37.8333,140.7667,307.59,19,100,5.63,AU,1710118787
465,dampit,-8.2116,112.7493,296.48,91,100,0.41,ID,1710118787
466,kazerun,29.6195,51.6541,286.67,35,60,2.6,IR,1710118787
467,mweka,-4.85,21.5667,293.55,99,100,0.46,CD,1710118787
468,taro,-8.3862,115.28,294.18,91,100,0.35,ID,1710118787
469,acajutla,13.5928,-89.8275,300.06,77,0,2.5,SV,1710118788
470,port moresby,-9.4431,147.1797,301.33,77,100,3.31,PG,1710118788
471,griffith,41.5284,-87.4237,279.29,72,0,2.06,US,1710118788
472,pemangkat,1.1667,108.9667,299.82,85,96,3.29,ID,1710118788
473,hobyo,5.3505,48.5268,300.99,71,80,5.25,SO,1710118788
474,tamanrasset,22.785,5.5228,286.1,11,0,2.06,DZ,1710118789
475,zouerate,22.7187,-12.4521,291.92,35,11,2.87,MR,1710118789
476,kingscliff,-28.2667,153.5667,300.22,69,75,10.8,AU,1710118789
477,aginskoye,51.1,114.53,267.05,78,16,2.38,RU,1710118789
478,mbanza kongo,-6.267,14.2401,295.69,95,100,1.02,AO,1710118790
479,hilo,19.7297,-155.09,297.19,81,100,3.6,US,1710118681
480,kupang,-10.1667,123.5833,302.47,89,75,6.69,ID,1710118790
481,pio xii,-3.8325,-45.1525,297.54,97,36,1.89,BR,1710118790
482,brandfort,-28.7001,26.4597,287.82,37,0,5.0,ZA,1710118790
483,mingshui,36.7167,117.5,286.81,45,0,3.43,CN,1710118791
484,castillos,-34.1667,-53.8333,290.97,68,100,3.18,UY,1710118791
485,joshimath,30.5667,79.5667,281.19,74,83,1.62,IN,1710118791
486,weno,7.4515,151.8468,300.49,74,100,10.26,FM,1710118791
487,totness,5.8833,-56.3167,299.3,77,68,5.09,SR,1710118791
488,hotan,37.0997,79.9269,280.4,31,100,2.71,CN,1710118792
489,dingli,35.8614,14.3822,287.24,82,20,9.26,MT,1710118792
490,tobelo,1.7284,128.0095,300.97,77,100,3.29,ID,1710118792
491,pontremoli,44.3751,9.8789,281.56,88,97,0.74,IT,1710118792
492,konibodom,40.2843,70.4426,282.11,69,100,3.06,TJ,1710118793
493,nadvoitsy,63.8667,34.3167,270.44,87,100,5.83,RU,1710118793
494,brookings,44.3114,-96.7984,284.92,38,7,3.96,US,1710118793
495,kingston,17.997,-76.7936,301.68,79,20,4.63,JM,1710118791
496,sharkan,57.2989,53.8712,250.44,100,100,1.34,RU,1710118794
497,richards bay,-28.783,32.0377,296.52,96,6,1.8,ZA,1710118794
498,tremonton,41.7119,-112.1655,285.96,30,0,1.54,US,1710118794
499,sao paulo de olivenca,-3.3783,-68.8725,297.53,96,88,1.0,BR,1710118794
500,al jawf,29.5,38.75,285.42,52,0,6.69,SA,1710118796
501,arteche,12.2645,125.4048,299.79,81,95,3.81,PH,1710118796
502,bhan,26.5583,67.7214,291.65,42,0,1.88,PK,1710118796
503,aripuana,-9.1667,-60.6333,298.24,93,47,0.27,BR,1710118796
504,pont rouge,48.8833,-72.0825,273.31,98,100,3.35,CA,1710118797
505,varto,39.1732,41.4559,268.46,84,49,2.23,TR,1710118797
506,wahpeton,46.2652,-96.6059,283.16,29,0,5.14,US,1710118594
507,anna regina,7.2644,-58.5077,299.49,81,86,4.6,GY,1710118797
508,colares,38.7992,-9.4469,286.35,88,72,0.89,PT,1710118799
509,es castell,39.8795,4.2854,285.53,71,0,3.09,ES,1710118799
510,sao felix do xingu,-6.6447,-51.995,297.72,94,60,0.6,BR,1710118799
511,novyy turtkul',41.55,61.0167,279.1,53,100,3.92,UZ,1710118799
512,berdigestyakh,62.0989,126.6992,254.76,97,94,1.67,RU,1710118799
513,saskatoon,52.1168,-106.6345,275.14,80,20,6.17,CA,1710118051
514,huilong,31.8111,121.655,280.8,94,100,4.03,CN,1710118800
515,chokwe,-24.5333,32.9833,296.48,99,40,2.42,MZ,1710118800
516,ar ruways,24.1103,52.7306,294.01,61,1,3.23,AE,1710118801
517,yatou,37.15,122.3833,279.09,77,100,7.28,CN,1710118802
518,princeville,45.7668,-61.2985,274.07,94,100,9.77,CA,1710118803
519,medicine hat,50.0501,-110.6683,284.39,47,40,8.75,CA,1710118807
520,pierre,44.3683,-100.351,289.66,34,0,2.57,US,1710118740
521,thurgoona,-36.0451,146.9919,303.04,29,100,2.57,AU,1710118808
522,saint-pierre,-21.3393,55.4781,298.97,78,28,3.09,RE,1710118762
523,siwa oasis,29.2041,25.5195,287.27,58,0,3.7,EG,1710118809
524,ovria,38.1833,21.7167,287.11,74,100,5.49,GR,1710118810
525,ust'-ilimsk,58.0006,102.6619,271.73,86,100,5.81,RU,1710118811
526,hasaki,35.7333,140.8333,281.37,65,99,4.37,JP,1710118817
527,sokoni,-6.4333,39.55,301.67,70,95,3.92,TZ,1710118818
528,svetlyy,54.675,20.1347,274.46,68,8,9.41,RU,1710118820
529,dickinson,29.4608,-95.0513,292.1,58,0,2.57,US,1710118820
530,loanda,-8.8368,13.2343,300.15,83,40,3.6,AO,1710118658
531,kaoma,-14.7833,24.8,291.81,87,14,2.05,ZM,1710118821
532,xichang,27.8964,102.2634,282.92,66,28,0.74,CN,1710118821
533,kotdwara,29.75,78.5333,291.09,41,80,3.02,IN,1710118822
534,crane,31.3974,-102.3501,288.29,34,6,5.66,US,1710118823
535,port hedland,-20.3167,118.5667,304.18,79,100,0.0,AU,1710118823
536,al bayda',32.7627,21.7551,287.41,52,0,5.25,LY,1710118825
537,udachny,66.4167,112.4,255.62,84,86,2.34,RU,1710118826
538,puerto gaitan,4.3133,-72.0816,304.16,53,100,2.29,CO,1710118827
539,vilyuysk,63.7553,121.6247,254.26,96,92,1.34,RU,1710118827
540,machico,32.7,-16.7667,290.21,80,40,2.06,PT,1710118827
541,yeniseysk,58.4497,92.1703,273.12,98,89,3.58,RU,1710118828
542,pontes e lacerda,-15.2261,-59.3353,301.33,68,99,1.05,BR,1710118829
543,namibe,-15.1961,12.1522,299.17,88,100,3.16,AO,1710118829
544,lebowakgomo,-24.2,29.5,289.4,76,0,1.77,ZA,1710118830
545,ugoofaaru,5.6667,73.0,301.0,78,26,4.52,MV,1710118830
546,salem,11.65,78.1667,294.96,71,94,1.25,IN,1710118540
547,flying fish cove,-10.4217,105.6791,300.97,89,100,5.66,CX,1710118831
548,oroqen zizhiqi,50.5667,123.7167,267.7,63,8,1.48,CN,1710118832
549,kavaratti,10.5669,72.642,301.45,65,87,5.0,IN,1710118832
550,galle,6.0367,80.217,298.62,85,13,1.97,LK,1710118833
551,shagonar,51.5333,92.8,256.8,97,100,0.57,RU,1710118834
552,ciudad acuna,29.3232,-100.9522,292.47,38,0,4.12,MX,1710118834
553,saint-felicien,48.6501,-72.4491,273.53,100,100,2.06,CA,1710118835
554,arno,60.1167,18.6333,271.36,84,100,3.28,SE,1710118835
555,chimbote,-9.0853,-78.5783,294.73,88,100,5.99,PE,1710118826
556,sihanoukville,10.6093,103.5296,300.12,78,40,1.54,KH,1710118836
557,nogliki,51.8333,143.1667,263.9,89,84,1.34,RU,1710118837
558,qarqaraly,49.4058,75.4742,264.79,94,23,3.71,KZ,1710118837
559,shijiazhuang,38.0414,114.4786,282.07,31,0,3.16,CN,1710118838
560,tarawa,1.419,172.984,301.2,100,75,4.63,KI,1710118839
561,saint croix,17.7397,-64.7388,297.01,85,1,1.79,VI,1710118839
562,kailua-kona,19.6406,-155.9956,298.86,81,100,0.45,US,1710118841
563,manta,-0.95,-80.7333,301.03,84,0,4.92,EC,1710118771
564,ronne,55.1009,14.7066,277.1,75,76,9.26,DK,1710118842
565,abu dhabi,24.4667,54.3667,295.34,85,3,0.51,AE,1710118816
566,pampa,35.5362,-100.9599,289.17,27,0,4.63,US,1710118842
567,illapel,-31.6308,-71.1653,294.24,62,0,1.47,CL,1710118667
568,tynda,55.1667,124.7167,258.6,83,96,1.57,RU,1710118843
569,slave lake,55.2834,-114.769,277.14,60,100,0.0,CA,1710118666
570,rio gallegos,-51.6226,-69.2181,281.18,53,0,5.66,AR,1710118844
571,piet retief,-27.0071,30.8132,289.77,94,67,0.6,ZA,1710118845
572,aleksandrovsk-sakhalinskiy,50.8975,142.1561,267.35,84,74,1.85,RU,1710118846
573,port macquarie,-31.4333,152.9167,300.31,54,63,3.56,AU,1710118655
574,imperatriz,-5.5264,-47.4917,298.15,90,96,0.99,BR,1710118848
575,maumere,-8.6199,122.2111,299.86,90,100,6.93,ID,1710118848
576,fale old settlement,-9.3852,-171.2468,302.5,75,8,4.14,TK,1710118848
577,datca,36.7378,27.6842,287.57,57,94,1.77,TR,1710118850
578,grajau,-5.8194,-46.1386,298.74,89,76,1.66,BR,1710118851
579,coyhaique,-45.5752,-72.0662,286.12,58,75,4.12,CL,1710118831
580,taber,49.8167,-112.1518,279.97,56,100,4.49,CA,1710118807
581,arawa,-6.2132,155.5367,303.64,80,68,2.13,PG,1710118853
582,dakhla,23.6848,-15.958,289.91,86,98,7.18,EH,1710118853
583,golere,16.2557,-14.1017,300.7,12,85,5.85,SN,1710118854
584,mountain home,43.133,-115.6912,282.86,43,20,8.75,US,1710118830
585,weyburn,49.6668,-103.8511,279.27,56,69,3.6,CA,1710118854
586,safi,32.1667,-8.8333,283.29,79,100,3.63,MA,1710118855
